Name,producer_guess,Vintage,Format,Category,Price,price_usd,Region/Notes
Domaine du Roc des Boutires - Pouilly-Fuissé Chardonnay,Domaine du Roc des Boutires,2020,750ml,White Wine,$49.49,49.49,"Pouilly-Fuissé (WE: 91, WS: 90)"
Chateau Gloria - St.-Julien,Chateau Gloria,2019,750ml,Red Wine,$43.99,43.99,"St.-Julien (JD: 96, V: 96)"
Domaine De Villaine - Bouzeron Aligote Bourgogne,Domaine De Villaine,2022,750ml,White Wine,$49.49,49.49,Burgundy (Aligote)
Domaine de Beaurenard - Châteauneuf-du-Pape,Domaine de Beaurenard,2017,750ml,Red Wine,$54.99,54.99,"Rhone Valley (JD: 95, WA: 93)"
Chateau Monbousquet - Saint Emilion Grand Cru,Chateau Monbousquet,2020,750ml,Red Wine,$47.99,47.99,"Saint Emilion (JD: 96, JS: 95)"
Chateau De Fieuzal - Pessac-Leognan,Chateau De Fieuzal,2022,750ml,Red Wine,$49.49,49.49,Pessac-Leognan (WA: 96)
Domaine de Beaurenard - Châteauneuf-du-Pape White,Domaine de Beaurenard,2020,750ml,White Wine,$54.99,54.99,Rhone Valley (WA: 92)
Château Mont-Redon - Châteauneuf-du-Pape,Château Mont-Redon,2021,750ml,Red Wine,$54.99,54.99,Rhone Valley (Rhone Blend)
Domaine Robert-Denogent - Macon-Fuisse Les Taches,Domaine Robert-Denogent,2017,750ml,White Wine,$48.59,48.59,Burgundy (WA: 90+)
Domaine Jessiaume - Santennay 1er Cru Les Gravieres,Domaine Jessiaume,2022,750ml,Red Wine,$48.59,48.59,Burgundy (Pinot Noir)
Domaine La Roquete - Chateauneuf-du-Pape Clos La Roquete Blanc,Domaine La Roquete,NV,750ml,White Wine,$48.59,48.59,Rhone (Chateauneuf-du-Pape)
Château Marquis-d'Alesme-Becker - Margaux,Château Marquis-d'Alesme-Becker,2019,750ml,Red Wine,$48.59,48.59,"Margaux (JD: 96, V: 95)"
Chateau Haut Bages Liberal - Pauillac,Chateau Haut Bages Liberal,2012,750ml,Red Wine,$51.99,51.99,"Pauillac (WE: 94, JS: 91)"
Pierre Sparr - Pinot Gris Mambourg Grand Cru Alsace,Pierre Sparr,NV,750ml,White Wine,$44.99,44.99,Alsace (Pinot Gris)
Domaine du Grand Tinel - Alexis Establet Châteauneuf-du-Pape,Domaine du Grand Tinel,2007,750ml,Red Wine,$49.99,49.99,Rhone Valley (Grenache)
Clau De Nell Violette Cuvee,Clau De Nell Violette Cuvee,2018,750ml,Red Wine,$49.99,49.99,"Loire Valley (WA: 96, WS: 92)"
Chateau Caronne Ste Gemme - Haut medoc,Chateau Caronne Ste Gemme,2008,1.5L,Red Wine,$49.99,49.99,Bordeaux Blend
Chateau Cantemerle - Haut Medoc,Chateau Cantemerle,2014,750ml,Red Wine,$44.99,44.99,"Haut Medoc (JS: 94, WE: 93)"
Fernand & Laurent Pillot - Santenay Les Prarons Dessus,Fernand & Laurent Pillot,2017,750ml,Red Wine,$44.99,44.99,Burgundy (Pinot Noir)
Domaine Gachot-Monot - Cotes De Nuits-Villages,Domaine Gachot-Monot,2022,750ml,Red Wine,$44.99,44.99,Burgundy (Pinot Noir)
Chateau Du Tertre - Margaux,Chateau Du Tertre,2019,750ml,Red Wine,$49.99,49.99,"Margaux (JD: 94, JS: 94)"
Veuve Clicquot - Brut Champagne Yellow Label,Veuve Clicquot,NV,750ml,Sparkling Wine,$49.99,49.99,Champagne
Moreau-Naudet - Petit Chablis,Moreau-Naudet,2023,750ml,White Wine,$41.99,41.99,Burgundy (Chardonnay)
Domaine Raspail-Ay - Gigondas,Domaine Raspail-Ay,2020,750ml,Red Wine,$44.99,44.99,"Rhone Valley (V: 95, JD: 94)"
Bruno Colin - Bourgogne Aligote,Bruno Colin,2022,750ml,White Wine,$44.99,44.99,Burgundy (Aligote)
Domaine Ott - Rose Chateau de Selle Cotes de Provence,Domaine Ott,2023,750ml,Rose Wine,$49.99,49.99,Côtes de Provence (Rosé)
Moët & Chandon - Brut Champagne Impérial,Moët & Chandon,NV,750ml,Sparkling Wine,$49.99,49.99,Champagne
Pauillac by Pichon-Longueville - Pauillac,Pauillac by Pichon-Longueville,2019,750ml,Red Wine,$44.99,44.99,Pauillac
Gosset - Grande Réserve Brut Champagne,Gosset,NV,750ml,Sparkling Wine,$49.99,49.99,Champagne (WA: 92)
Château Lynch-Bages - Echo de Lynch Bages,Château Lynch-Bages,2019,750ml,Red Wine,$47.99,47.99,"Pauillac (JD: 93, WS: 90)"
Pierre Sparr - Riesling Alsace Grand Cru Schoenenbourg,Pierre Sparr,NV,750ml,White Wine,$44.99,44.99,Alsace (Riesling)
Domaine Faiveley - Mercurey Rouge,Domaine Faiveley,2020,750ml,Red Wine,$44.99,44.99,Burgundy (Pinot Noir)
Pierre Sparr - Crémant d'Alsace Brut Rosé,Pierre Sparr,NV,1.5L,Sparkling Wine,$44.99,44.99,Champagne (WE: 93)
Pierre Sparr - Gewürztraminer Alsace Grand Cru Mambourg,Pierre Sparr,2018,750ml,White Wine,$44.99,44.99,Alsace (Gewürztraminer)
Chateau Fuisse - Tete de Cuvee Pouilly Fuisse,Chateau Fuisse,2021,750ml,White Wine,$44.99,44.99,Burgundy (Chardonnay)
Arnaud Lambert - Saumur Champigny Montee des Roches,Arnaud Lambert,2021,750ml,Red Wine,$43.99,43.99,Burgundy (Cabernet Franc)
Alphonse Mellot - Sancerre La Moussière,Alphonse Mellot,2024,750ml,White Wine,$44.99,44.99,Loire Valley (Sauvignon Blanc)
Domaine Faiveley - Mercurey Le Vallon Blanc,Domaine Faiveley,2023,750ml,White Wine,$44.99,44.99,Burgundy (Chardonnay)
Domaine Faiveley - Mercurey Rouge,Domaine Faiveley,2022,750ml,Red Wine,$38.99,38.99,Burgundy (Pinot Noir)
