Name,producer_guess,Vintage,Format,Category,Price,price_usd,Region/Notes
Bollinger - Grand Année Brut Champagne,Bollinger,2014,750ml,Sparkling Wine,$197.99,197.99,Champagne
Chateau La Fleur-Petrus,Chateau La Fleur-Petrus,2017,750ml,Red Wine,$199.99,199.99,"Pomerol (JS: 96, V: 96)"
Gosset - Brut Rosé Champagne Celebris,Gosset,2008,750ml,Sparkling Wine,$219.99,219.99,"Champagne (V: 96, WE: 95)"
Château Hosanna,Château Hosanna,2018,750ml,Red Wine,$197.99,197.99,"Pomerol (JD: 99, JS: 97)"
Ruinart - Brut Rosé Champagne,Ruinart,NV,1.5L,Sparkling Wine,$219.99,219.99,Champagne
Geantet Pansiot - Chambolle Musigny Les Feusselotte,Geantet Pansiot,2022,750ml,Red Wine,$197.99,197.99,Burgundy (Pinot Noir)
Geantet Pansiot - Chambolle Musigny Les Plantes 1er Cru,Geantet Pansiot,2022,750ml,Red Wine,$197.99,197.99,Burgundy (Pinot Noir)
Paul Jaboulet Aîné - La Chapelle Hermitage,Paul Jaboulet Aîné,2017,750ml,Red Wine,$188.99,188.99,Rhone Valley (WA: 98)
Domaine Dugat Py - Pommard La Levriere,Domaine Dugat Py,2022,750ml,Red Wine,$188.99,188.99,Burgundy (Pinot Noir)
Château Pichon-Longueville-Baron,Château Pichon-Longueville-Baron,2020,750ml,Red Wine,$189.99,189.99,"Pauillac (JS: 99, WE: 98)"
Château Lafon-Rochet,Château Lafon-Rochet,1964,750ml,Red Wine,$179.99,179.99,Saint Estèphe (Bordeaux Blend)
Billecart Salmon - Cuvee Louis Salmon Blanc De Blanc,Billecart Salmon,2012,750ml,Sparkling Wine,$199.99,199.99,"Champagne (JS: 99, WE: 96)"
William Fèvre - Chablis Bougros,William Fèvre,2006,750ml,White Wine,$179.99,179.99,Burgundy (Chardonnay)
Piper-Heidsieck - Cuvée Rare Brut Champagne,Piper-Heidsieck,2008,750ml,Sparkling Wine,$178.99,178.99,Champagne
Château Hosanna,Château Hosanna,2003,750ml,Red Wine,$179.99,179.99,Pomerol (Bordeaux Blend)
Chateau Gloria,Chateau Gloria,1971,750ml,Red Wine,$179.99,179.99,Saint Julien (Bordeaux Blend)
Château La Cabanne,Château La Cabanne,1967,750ml,Red Wine,$179.99,179.99,Pomerol (Bordeaux Blend)
Château La Dominique,Château La Dominique,1979,750ml,Red Wine,$179.99,179.99,St.-Emilion (Bordeaux Blend)
Château Camensac,Château Camensac,1982,750ml,Red Wine,$179.99,179.99,Haut-Médoc (Bordeaux Blend)
Chateau Gloria,Chateau Gloria,1978,750ml,Red Wine,$179.99,179.99,Saint Julien (Bordeaux Blend)
A.F. Gros - Pommard 1er Cru Les Arvelets,A.F. Gros,2022,750ml,Red Wine,$179.99,179.99,Burgundy (Pinot Noir)
Chateau Calon Segur,Chateau Calon Segur,1995,750ml,Red Wine,$179.99,179.99,"Saint Estephe (JS: 97, WS: 95)"
Geantet-Pansiot - Chambolle-Musigny 1er Cru Les Baudes,Geantet-Pansiot,2022,750ml,Red Wine,$179.99,179.99,Burgundy (Pinot Noir)
Chateau Margaux - Pavillon Rouge,Chateau Margaux,2019,750ml,Red Wine,$199.99,199.99,"Margaux (WE: 96, WA: 95)"
Méo-Camuzet - Vosne-Romanée,Méo-Camuzet,2021,750ml,Red Wine,$148.99,148.99,Burgundy (Pinot Noir)
Louis Latour - Corton-Charlemagne,Louis Latour,2019,750ml,White Wine,$178.99,178.99,"Burgundy (JS: 98, WE: 95)"
Chateau Lascombes,Chateau Lascombes,1970,750ml,Red Wine,$179.99,179.99,Margaux (Bordeaux Blend)
Clos Fourtet,Clos Fourtet,1970,750ml,Red Wine,$179.99,179.99,St.-Emilion (Bordeaux Blend)
Château Hosanna,Château Hosanna,2012,750ml,Red Wine,$179.99,179.99,"Pomerol (WA: 97, WE: 94)"
Faiveley - Chambolle Musigny 1er Cru Aux Beaux Bruns,Faiveley,2022,750ml,Red Wine,$174.99,174.99,Burgundy (Pinot Noir)
Larmandier-Bernier - Vieille Vigne Du Levant Grand Cru,Larmandier-Bernier,2014,750ml,Sparkling Wine,$159.99,159.99,Champagne
Chateau Monbousquet,Chateau Monbousquet,1996,1.5L,Red Wine,$199.99,199.99,Saint Emilion (Bordeaux Blend)
Domaine Faiveley - Gevrey-Chambertin Vieilles Vignes,Domaine Faiveley,2023,1.5L,Red Wine,$179.99,179.99,Burgundy (Pinot Noir)
Domaine De Beaurenard - Chateauneuf Du Pape Gran Partita,Domaine De Beaurenard,2016,750ml,Red Wine,$159.99,159.99,Rhone Valley (Grenache/Syrah)
Gosset Grand - Blanc de Blancs Brut Champagne,Gosset Grand,NV,1.5L,Sparkling Wine,$179.99,179.99,Champagne
Château Pichon-Longueville-Baron,Château Pichon-Longueville-Baron,2015,750ml,Red Wine,$179.99,179.99,"Pauillac (JD: 98, WA: 97)"
Chateau Pichon Longueville - Comtesse de Lalande,Chateau Pichon Longueville,2017,750ml,Red Wine,$179.99,179.99,"Pauillac (WS: 96, WA: 96)"
Château Canon,Château Canon,2018,750ml,Red Wine,$179.99,179.99,"St.-Emilion (D: 98, V: 98)"
Château Smith-Haut-Lafitte,Château Smith-Haut-Lafitte,2015,750ml,Red Wine,$179.99,179.99,"Pessac-Léognan (JS: 99, D: 98)"
Pensées de Lafleur,Pensées de Lafleur,2020,750ml,Red Wine,$179.99,179.99,Pomerol (Bordeaux Blend)
Hospice De Beaune - Meursault Cuvee Loppin,Hospice De Beaune,2023,750ml,White Wine,$179.99,179.99,Burgundy (Chardonnay)
Krug - 171th edition Brut Champagne Grande Cuvée,Krug,NV,750ml,Sparkling Wine,$179.99,179.99,Champagne
Chateau Lascombes,Chateau Lascombes,1966,750ml,Red Wine,$179.99,179.99,Margaux (Bordeaux Blend)
Chateau Beausejour,Chateau Beausejour,1970,750ml,Red Wine,$179.99,179.99,St. Emilion (Bordeaux Blend)
A.F. Gros - Gevrey Chambertin,A.F. Gros,2022,750ml,Red Wine,$179.99,179.99,Burgundy (Pinot Noir)
Chateau Haut Brion - Le Clarence De Haut Brion,Chateau Haut Brion,2018,750ml,Red Wine,$148.99,148.99,"Pessac Leognan (JS: 97, WS: 94)"
Pavillon De Leoville Poyferre,Pavillon De Leoville Poyferre,2014,750ml,Red Wine,$170.99,170.99,Saint Julien (Bordeaux Blend)
Piper-Heidsieck - Cuvée Rare Brut Champagne,Piper-Heidsieck,2013,750ml,Sparkling Wine,$159.99,159.99,Champagne
Chateau Giscours,Chateau Giscours,1998,750ml,Red Wine,$170.99,170.99,Margaux (D: 92)
Chateau Calon Segur,Chateau Calon Segur,2015,750ml,Red Wine,$170.99,170.99,"Saint Estephe (WE: 96, JS: 95)"
Domaine Michel Gros - Vosne-Romanee 1er Cru Clos Des Reas,Domaine Michel Gros,2022,750ml,Red Wine,$171.99,171.99,Burgundy (Pinot Noir)
Domaine Parent - Pommard Les Épenots 1er Cru,Domaine Parent,2018,750ml,Red Wine,$165.99,165.99,Burgundy (Pinot Noir)
Hubert Lignier - Morey-St.-Denis Les Chaffots,Hubert Lignier,2022,750ml,Red Wine,$188.99,188.99,Burgundy (Pinot Noir)
Domaine Dugat Py - Gevrey Chambertin Vielles Vignes,Domaine Dugat Py,2022,750ml,Red Wine,$154.99,154.99,Burgundy (Pinot Noir)
Chateau d'Armailhac,Chateau d'Armailhac,2018,1.5L,Red Wine,$161.99,161.99,"Pauillac (JS: 95, D: 94)"
Domaine Odoul-Coquard - Vosne-Romanée,Domaine Odoul-Coquard,2021,750ml,Red Wine,$161.99,161.99,Burgundy (Pinot Noir)
Gosset - Brut Rosé Champagne Celebris,Gosset,2007,750ml,Sparkling Wine,$179.99,179.99,"Champagne (WA: 96, JS: 96)"
Château Hosanna,Château Hosanna,2014,750ml,Red Wine,$161.99,161.99,"Pomerol (JS: 95, WE: 94)"
Domaine Leflaive Esprit Chablis 1er Cru Fourchaume,Domaine Leflaive Esprit Chablis 1er Cru Fourchaume,2019,750ml,White Wine,$164.99,164.99,Chablis
Famille Joly - Clos de la Coulee De Serrant,Famille Joly,2023,750ml,White Wine,$161.99,161.99,Loire Valley (Chenin Blanc)
Chateau de Beaucastel - Chateauneuf-du-Pape Blanc Vielles Vignes,Chateau de Beaucastel,2002,750ml,White Wine,$161.99,161.99,Burgundy (Roussanne)
Chateau Kirwan,Chateau Kirwan,1998,750ml,Red Wine,$152.99,152.99,Margaux (Bordeaux Blend)
Veuve Clicquot - Brut Champagne La Grande Dame,Veuve Clicquot,2015,750ml,Sparkling Wine,$152.99,152.99,Champagne
Chateau Gloria,Chateau Gloria,1988,750ml,Red Wine,$152.99,152.99,Saint Julien (Bordeaux Blend)
Domaine De La Commaraine - Nuits St Georges 1er Cru Aux Bousselots,Domaine De La Commaraine,2021,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
Château Lynch-Bages,Château Lynch-Bages,2020,750ml,Red Wine,$138.99,138.99,"Pauillac (JS: 99, WE: 98)"
Château Pape Clément,Château Pape Clément,2006,750ml,Red Wine,$138.99,138.99,"Pessac-Léognan (WA: 94, WE: 90-92)"
Antonin Guyon - Gevrey Chambertin La Justice,Antonin Guyon,2011,1.5L,Red Wine,$169.99,169.99,Burgundy (Pinot Noir)
Hospices De Beaune - Beaune 1er Cru Montrevenots Blanc,Hospices De Beaune,2019,750ml,White Wine,$152.99,152.99,Burgundy (Chardonnay)
Gosset - Celebris Extra Brut,Gosset,2007,750ml,Sparkling Wine,$169.99,169.99,"Champagne (JS: 96, WE: 95)"
Domaine de Marcoux - Châteauneuf-du-Pape Vieilles Vignes,Domaine de Marcoux,2010,750ml,Red Wine,$168.99,168.99,Rhone Valley (WA: 96)
Domaine Leflaive - Esprit Pouilly Fuisse Clos Reyssier,Domaine Leflaive,2019,750ml,White Wine,$143.99,143.99,Pouilly Fuisse
Roland Lavantureux - Chablis Bougros,Roland Lavantureux,2022,750ml,White Wine,$129.99,129.99,Burgundy (Chardonnay)
Domaine De Villaine - Rully 1er Les Champs Cloux,Domaine De Villaine,2021,750ml,Red Wine,$132.99,132.99,Burgundy (Pinot Noir)
Gonet Medeville - Le Mesnil Champ D'Alouette Extra Brut,Gonet Medeville,2007,750ml,Sparkling Wine,$139.99,139.99,Champagne (WS: 93)
Ramonet - Chassagne Montrachet,Ramonet,2021,750ml,White Wine,$143.99,143.99,Burgundy (Chardonnay)
Château Troplong-Mondot,Château Troplong-Mondot,2016,750ml,Red Wine,$159.99,159.99,"St.-Emilion (JD: 97, JS: 96)"
Château Canon,Château Canon,2011,750ml,Red Wine,$115.99,115.99,St.-Emilion (WE: 93-95)
Lucien Boillot - Gevrey Chambertin 1er Cru Les Cherbaudes,Lucien Boillot,2016,750ml,Red Wine,$143.99,143.99,Burgundy (Pinot Noir)
Château Smith-Haut-Lafitte,Château Smith-Haut-Lafitte,2019,750ml,Red Wine,$143.99,143.99,"Pessac-Léognan (JS: 99, JD: 98)"
Chateau Rauzan Segla,Chateau Rauzan Segla,2022,750ml,Red Wine,$106.99,106.99,"Margaux (JD: 98, JS: 98)"
Chateau Haut-Bailly,Chateau Haut-Bailly,2018,750ml,Red Wine,$124.99,124.99,"Pessac-Leognan (WE: 96, WA: 96)"
Domaine Leflaive Esprit - St Romain Sous La Velle,Domaine Leflaive Esprit,2019,750ml,White Wine,$147.99,147.99,Burgundy
Château Montrose,Château Montrose,2011,750ml,Red Wine,$124.99,124.99,"St.-Estèphe (WE: 94, WS: 93)"
Domaine de la Mordorée - Châteauneuf-du-Pape Cuvée Reine des Bois,Domaine de la Mordorée,2010,750ml,Red Wine,$143.99,143.99,Rhone Valley
Château Smith-Haut-Lafitte,Château Smith-Haut-Lafitte,2018,750ml,Red Wine,$143.99,143.99,"Pessac-Léognan (D: 99, JD: 99)"
Domaine Leflaive - Bourgogne White,Domaine Leflaive,2023,750ml,White Wine,$158.99,158.99,Burgundy (Chardonnay)
Domaine de Marcoux - Châteauneuf-du-Pape Vieilles Vignes,Domaine de Marcoux,2020,750ml,Red Wine,$155.99,155.99,"Rhone Valley (WA: 97-99, WS: 95)"
Chateau Clerc Milon,Chateau Clerc Milon,2005,750ml,Red Wine,$128.99,128.99,"Pauillac (JD: 96, WS: 95)"
Domaine Bertagna - Vougeot Les Cras 1er Cru,Domaine Bertagna,2022,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
Château Gazin,Château Gazin,1970,750ml,Red Wine,$134.99,134.99,Pomerol (Bordeaux Blend)
Domaine Roulot - Auxey Duresses 1er Cru Rouge,Domaine Roulot,2022,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
A.F. Gros - Aloxe Corton 1er Cru Les Valozieres,A.F. Gros,2022,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
Lucien Boillot - Gevrey Chambertin Les Evocelles,Lucien Boillot,2018,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
Château Rieussec,Château Rieussec,2010,750ml,White Wine,$134.99,134.99,"Sauternes (WA: 96, WE: 94-96)"
Château Cantenac-Brown,Château Cantenac-Brown,1966,750ml,Red Wine,$134.99,134.99,Margaux
Lucien Boillot - Nuits-St Georges 1er Cru Les Pruliers,Lucien Boillot,2017,750ml,Red Wine,$134.99,134.99,Burgundy (Pinot Noir)
Chateau Pavie Decesse,Chateau Pavie Decesse,2021,750ml,Red Wine,$129.99,129.99,Saint Emilion (Bordeaux Red Blend)
Nicolas Feuillatte - Cuvée Palmes d'Or Brut,Nicolas Feuillatte,1998,750ml,Sparkling Wine,$134.99,134.99,Champagne
Château Le Bon-Pasteur,Château Le Bon-Pasteur,2009,750ml,Red Wine,$109.99,109.99,"Pomerol (WA: 94, WE: 93)"
Château Latour à Pomerol,Château Latour à Pomerol,1999,750ml,Red Wine,$149.99,149.99,Pomerol (Bordeaux Blend)
Olivier Leflaive - Chassagne Montrachet Houilleres,Olivier Leflaive,2018,750ml,White Wine,$134.99,134.99,Burgundy (Chardonnay)
Clos Saint Jean - Chateauneuf du Pape Deus Ex Machina,Clos Saint Jean,2022,750ml,Red Wine,$129.99,129.99,"Rhone Valley (WS: 97, JD: 97)"
Chateau Le Gay,Chateau Le Gay,2018,750ml,Red Wine,$142.99,142.99,"Pomerol (JD: 97, JS: 97)"
Chateau d'Issan,Chateau d'Issan,2010,750ml,Red Wine,$117.99,117.99,"Margaux (WE: 96, JD: 96)"
Chateau Monbousquet,Chateau Monbousquet,2000,750ml,Red Wine,$139.99,139.99,Saint Emilion (Bordeaux Blend)
Château Guiraud,Château Guiraud,1990,750ml,White Wine,$125.99,125.99,Sauternes (Bordeaux Blend)
Château Pape Clément,Château Pape Clément,2016,750ml,Red Wine,$112.99,112.99,"Pessac-Léognan (JS: 98, JD: 97)"
Domaine Laroche - Chablis Les Clos Grand Cru,Domaine Laroche,2016,750ml,White Wine,$124.99,124.99,"Chablis (V: 94, WA: 91+)"
Domaine Parent - Pommard Les Épenots 1er Cru,Domaine Parent,2016,750ml,Red Wine,$125.99,125.99,Burgundy (Pinot Noir)
Bertagna - Vosne-Romanée Les Beaux Monts,Bertagna,2022,750ml,Red Wine,$125.99,125.99,Burgundy (Pinot Noir)
Chateau Pavie - Aromes De Pavie,Chateau Pavie,2016,750ml,Red Wine,$104.99,104.99,"St. Emilion (WE: 94, JD: 94)"
Pauillac De Chateau Latour,Pauillac De Chateau Latour,2018,750ml,Red Wine,$102.99,102.99,"Pauillac (JD: 93, WS: 92)"
William Fevre - Chablis Grand Cru Bougros,William Fevre,2021,750ml,White Wine,$125.99,125.99,"Chablis (WA: 94, WS: 93)"
Domaine Leflaive - Pouilly Fuisse,Domaine Leflaive,2017,750ml,White Wine,$125.99,125.99,Burgundy (WA: 91)
Clos Saint Jean - Chateauneuf du Pape Deus Ex Machina,Clos Saint Jean,2004,750ml,Red Wine,$125.99,125.99,Rhone Valley (WA: 96)
Château Pichon-Longueville-Baron,Château Pichon-Longueville-Baron,2021,750ml,Red Wine,$139.99,139.99,"Pauillac (WE: 96, WA: 95)"
Domaine Francois Gaunoux - Meursault Le Clos De Taraux,Domaine Francois Gaunoux,2022,750ml,White Wine,$125.99,125.99,Burgundy (Chardonnay)
Jean-Marie Fourrier - Vigne Comte de Chapelle Puligny Montrachet,Jean-Marie Fourrier,2022,750ml,White Wine,$125.99,125.99,Burgundy (Chardonnay)
Hubert Lignier - Morey St Denis Trilogie,Hubert Lignier,2022,750ml,Red Wine,$125.99,125.99,Burgundy (Pinot Noir)
Domaine Bertagna - Chambolle Musigny Les Plantes,Domaine Bertagna,2022,750ml,Red Wine,$125.99,125.99,Burgundy (Pinot Noir)
Hubert Lignier - Volnay,Hubert Lignier,2022,750ml,Red Wine,$125.99,125.99,Burgundy (Pinot Noir)
Gosset - Grande Réserve Brut Champagne,Gosset,NV,1.5L,Sparkling Wine,$121.49,121.49,Champagne (WA: 92)
Domaine De Villaine - Rully Blanc 1er Cru,Domaine De Villaine,2021,750ml,White Wine,$110.99,110.99,Burgundy (Chardonnay)
Domaine Rene Leclerc - Gevrey-Chambertin 1er Cru Combe aux Moines,Domaine Rene Leclerc,2014,750ml,Red Wine,$116.99,116.99,Burgundy (Pinot Noir)
Blason de L'Evangile,Blason de L'Evangile,2018,750ml,Red Wine,$116.99,116.99,Pomerol (WA: 93)
Château Troplong-Mondot,Château Troplong-Mondot,2017,750ml,Red Wine,$95.99,95.99,"St.-Emilion (V: 98+, WE: 96)"
Olivier Leflaive - Chassagne Montrachet Blanc,Olivier Leflaive,2020,750ml,White Wine,$94.99,94.99,Burgundy (Chardonnay)
Hospices De Beaune - Beaune 1er Cru Montrevenots,Hospices De Beaune,2019,750ml,Red Wine,$116.99,116.99,Burgundy (Pinot Noir)
Chateau Grand Puy Lacoste,Chateau Grand Puy Lacoste,2007,750ml,Red Wine,$91.99,91.99,"Pauillac (D: 93, WA: 91)"
Bertagna - Nuits-St.-Georges Les Murgers,Bertagna,2018,750ml,Red Wine,$116.99,116.99,Burgundy (Pinot Noir)
Ruinart - Singulier Blanc de Blancs Brut Natural 18th Edition,Ruinart,NV,750ml,Sparkling Wine,$116.99,116.99,Champagne
Château Rieussec,Château Rieussec,2009,750ml,White Wine,$116.99,116.99,"Sauternes (WA: 98, WE: 95)"
Louis Roederer - Brut Blanc de Blancs,Louis Roederer,2015,750ml,Sparkling Wine,$116.99,116.99,Champagne
Hubert Lignier - Gevrey Chambertin Regnard,Hubert Lignier,2022,750ml,Red Wine,$116.99,116.99,Burgundy (Pinot Noir)
Domaine de la Janasse - Châteauneuf-du-Pape,Domaine de la Janasse,2012,750ml,Red Wine,$116.99,116.99,Rhone Valley
Lucien Boillot - Gevrey Chambertin 1er Cru La Perriere,Lucien Boillot,2019,750ml,Red Wine,$116.99,116.99,Burgundy (Pinot Noir)
Jean-Marie Fourrier - Vigne Comte de Chapelle Meursault,Jean-Marie Fourrier,2022,750ml,White Wine,$116.99,116.99,Burgundy (Chardonnay)
Château Brane-Cantenac,Château Brane-Cantenac,2016,750ml,Red Wine,$116.99,116.99,Margaux (Bordeaux Blend)
Louis Roederer - Brut Nature Rose Philippe Starck,Louis Roederer,2015,750ml,Sparkling Wine,$116.99,116.99,Champagne
Domaine Vacheron - Le Pave Sancerre,Domaine Vacheron,2022,750ml,White Wine,$116.99,116.99,Loire Valley (JS: 96)
Château Pontet-Canet,Château Pontet-Canet,2017,750ml,Red Wine,$107.99,107.99,"Pauillac (WA: 96, WE: 96)"
Olivier Leflaive - Meursault,Olivier Leflaive,2020,750ml,White Wine,$116.99,116.99,Burgundy (Chardonnay)
Chateau Beychevelle,Chateau Beychevelle,2019,750ml,Red Wine,$105.99,105.99,"Saint-Julien (WE: 96, JS: 96)"
Domaine Roulot - Bourgogne Blanc,Domaine Roulot,2023,750ml,White Wine,$116.99,116.99,Burgundy (Chardonnay)
Lucien Boillot - Pommard Les Fremiers,Lucien Boillot,2015,750ml,Red Wine,$109.99,109.99,Burgundy (Pinot Noir)
Domaine Leflaive Esprit Pouilly Fuisse,Domaine Leflaive Esprit Pouilly Fuisse,2018,750ml,White Wine,$116.99,116.99,Burgundy (Chardonnay)
Grand Veneur - Chateauneuf Du Pape Vielle Vignes,Grand Veneur,2012,750ml,Red Wine,$112.49,112.49,Rhone Valley (Rhone Blend)
Domaine Leflaive - Esprit Pouilly Fuisse Clos Reyssier,Domaine Leflaive,2018,750ml,White Wine,$123.99,123.99,Burgundy
Château Léoville Poyferré,Château Léoville Poyferré,2018,750ml,Red Wine,$122.99,122.99,"St.-Julien (JD: 100, WA: 97)"
Château Duhart-Milon Rothschild,Château Duhart-Milon Rothschild,2020,750ml,Red Wine,$72.99,72.99,"Pauillac (WE: 94, WA: 94)"
Domaine des Croix - Beaune 1er Cru Les Cents Vignes,Domaine des Croix,2022,750ml,Red Wine,$99.99,99.99,Burgundy (WA: 92)
Moet & Chandon - Grand Vintage Rose,Moet & Chandon,2015,750ml,Sparkling Wine,$119.99,119.99,Champagne
Faiveley - Puligny Montrachet,Faiveley,2023,750ml,White Wine,$109.99,109.99,Burgundy
Louis Roederer - Brut Nature Philippe Starck,Louis Roederer,2015,750ml,Sparkling Wine,$107.99,107.99,Champagne
Yann Durieux - La Gouzotte Rouge,Yann Durieux,2021,750ml,Red Wine,$107.99,107.99,Burgundy (Pinot Noir)
Domaine Leflaive - Macon Verze Les Chenes,Domaine Leflaive,2023,750ml,White Wine,$107.99,107.99,Burgundy (Chardonnay)
Château Léoville Barton,Château Léoville Barton,2018,750ml,Red Wine,$98.99,98.99,"St.-Julien (WS: 97, WE: 97)"
Ramonet - Chassagne Montrachet Rouge,Ramonet,2021,750ml,Red Wine,$107.99,107.99,Burgundy (Chardonnay)
Lucien Boillot - Gevrey Chambertin 1er Cru Les Corbeaux,Lucien Boillot,2017,750ml,Red Wine,$107.99,107.99,Burgundy (Pinot Noir)
Château Smith-Haut-Lafitte,Château Smith-Haut-Lafitte,2017,750ml,Red Wine,$98.99,98.99,"Pessac-Léognan (WE: 97, JS: 97)"
Chateau Lascombes,Chateau Lascombes,2018,750ml,Red Wine,$107.99,107.99,"Margaux (JS: 95, WE: 94)"
Domaine du Vieux Télégraphe - Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,2021,750ml,Red Wine,$107.99,107.99,"Rhone (WS: 95, V: 95)"
Olivier Leflaive Frères - Puligny-Montrachet,Olivier Leflaive Frères,2023,750ml,White Wine,$113.99,113.99,Burgundy (Chardonnay)
Lucien Boillot - Volnay 1er Cru Clos Des Angles,Lucien Boillot,2019,750ml,Red Wine,$99.99,99.99,Burgundy (Pinot Noir)
Chateau Canon La Gaffeliere,Chateau Canon La Gaffeliere,2018,750ml,Red Wine,$107.99,107.99,"Saint Emilion (V: 97, WS: 96)"
Domaine de Beaurenard - Châteauneuf-du-Pape Boisrenard,Domaine de Beaurenard,2021,750ml,Red Wine,$98.99,98.99,"Rhone Valley (WA: 94, JD: 94)"
Domaine de la Mordorée - Châteauneuf-du-Pape Cuvée Reine des Bois,Domaine de la Mordorée,2009,750ml,Red Wine,$107.99,107.99,Rhone Valley
Domaine Chavy-Chouet - Meursault Les Casse-Tetes,Domaine Chavy-Chouet,2020,750ml,White Wine,$107.99,107.99,Burgundy (Chardonnay)
Jean Pascal - Puligny Montrachet,Jean Pascal,2019,750ml,White Wine,$107.99,107.99,Burgundy (Chardonnay)
Famille Isabel Ferrando Châteauneuf-du-Pape Rouge,Famille Isabel Ferrando Châteauneuf-du-Pape Rouge,2020,750ml,Red Wine,$104.39,104.39,"Rhone Valley (JD: 98, WA: 95)"
Domaine de la Janasse - Châteauneuf-du-Pape,Domaine de la Janasse,2011,750ml,Red Wine,$104.39,104.39,Rhone
Domaine de Beaurenard - Châteauneuf-du-Pape Boisrenard,Domaine de Beaurenard,2020,750ml,Red Wine,$88.99,88.99,"Rhone Valley (JD: 99, WE: 96)"
Gosset - Brut Champagne Grand Millésime,Gosset,2015,750ml,Sparkling Wine,$83.99,83.99,"Champagne (WS: 94, WE: 94)"
Méo-Camuzet - Volnay,Méo-Camuzet,2019,750ml,Red Wine,$98.99,98.99,Burgundy (Pinot Noir)
La Bouche Du Roi - Chardonnay La Voie Roy,La Bouche Du Roi,2023,750ml,Red Wine,$98.99,98.99,Burgundy
Chateau Grand Puy Lacoste,Chateau Grand Puy Lacoste,2022,750ml,Red Wine,$98.99,98.99,"Pauillac (JS: 97, WS: 96)"
Chateau Grand Puy Lacoste,Chateau Grand Puy Lacoste,2018,750ml,Red Wine,$98.99,98.99,"Pauillac (V: 96, D: 95)"
Domaine de Beaurenard - Chateauneuf-du-Pape Boisrenard Blanc,Domaine de Beaurenard,2019,750ml,White Wine,$98.99,98.99,"Rhone Valley (D: 96, WS: 95)"
Thibault Liger Belair - Nuits Saint Georges La Charmotte,Thibault Liger Belair,2019,750ml,Red Wine,$109.99,109.99,Burgundy (Pinot Noir)
Faiveley - Chassagne Montrachet,Faiveley,2023,750ml,White Wine,$98.99,98.99,Burgundy
Domaine Faiveley - Gevrey-Chambertin Vieilles Vignes,Domaine Faiveley,2022,750ml,Red Wine,$94.99,94.99,Burgundy (WS: 91)
Barons de Rothschild - Champagne Concordia Brut,Barons de Rothschild,NV,750ml,Sparkling Wine,$98.99,98.99,Champagne (Kosher)
Moët & Chandon - Brut Grand Vintage,Moët & Chandon,2015,750ml,Sparkling Wine,$98.99,98.99,Champagne
Anseillan - Pauillac,Anseillan,2020,750ml,Red Wine,$94.99,94.99,Pauillac (Bordeaux Blend)
Domaine Du Pegau - Châteauneuf-du-Pape Cuvée Réservée,Domaine Du Pegau,2012,750ml,Red Wine,$98.99,98.99,Rhone Valley (Rhone Blend)
Le Clos Peyrassol Red,Le Clos Peyrassol Red,2019,750ml,Red Wine,$98.99,98.99,Provence
Faiveley - Meursault,Faiveley,2023,750ml,White Wine,$89.99,89.99,Burgundy
Château Guiraud,Château Guiraud,2001,750ml,White Wine,$98.99,98.99,Sauternes (WA: 92)
Michel Niellon - Chassagne Montrachet Rouge,Michel Niellon,2022,750ml,Red Wine,$98.99,98.99,Burgundy (Pinot Noir)
Chateau Rauzan Segla,Chateau Rauzan Segla,2014,750ml,Red Wine,$88.99,88.99,"Margaux (WE: 95, WA: 93)"
Chateau Cormey Figeac,Chateau Cormey Figeac,1962,375ml,Red Wine,$89.99,89.99,St Emilion (Bordeaux Red Blend)
Château Langoa Barton,Château Langoa Barton,2014,750ml,Red Wine,$89.99,89.99,"St.-Julien (JS: 94, WS: 93)"
Chêne Bleu - Heloise Red,Chêne Bleu,2009,750ml,Red Wine,$89.99,89.99,"Southern Rhone (WS: 92, V: 92)"
Geantet-Pansiot - Gevrey-Chambertin Vieilles Vignes,Geantet-Pansiot,2021,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Château Ducru-Beaucaillou,Château Ducru-Beaucaillou,1966,375ml,Red Wine,$89.99,89.99,St.-Julien (Bordeaux Blend)
Château Lagrange,Château Lagrange,1970,375ml,Red Wine,$89.99,89.99,St.-Julien (Bordeaux Blend)
Camille Giroud - Morey St Denis Premier Cru Clos des Godelles,Camille Giroud,2019,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Bruno Lorenzon - Montagny 1er Cru Le Choix Du Roi Blanc,Bruno Lorenzon,2022,750ml,White Wine,$89.99,89.99,Burgundy (Chardonnay)
Château de Beaucastel - Châteauneuf-du-Pape,Château de Beaucastel,2021,750ml,Red Wine,$89.99,89.99,"Rhone Valley (WS: 94, WA: 94)"
Château Guiraud,Château Guiraud,2011,750ml,White Wine,$89.99,89.99,"Sauternes (WE: 95, WA: 92)"
Valentin Leflaive - Blanc De Blanc Le Mesnil 15 50,Valentin Leflaive,2015,750ml,White Wine,$79.99,79.99,Champagne
